,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,age,enrollment_time
15,2114,1946,PhD,Single,0.7685947882536669,0.0,0.0,2012-11-24,0.23232323232323232,0.6738111185532485,0.11055276381909548,0.11686991869918699,0.2277992277992278,0.3434343434343434,0.18072289156626506,0.06666666666666667,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.3,0,0,1,1,0,0,1,0.8928571428571429,0.8326180257510729
16,9736,1980,Graduation,Married,0.3506139571914138,0.5,0.5,2012-12-24,0.5151515151515151,0.03549899531145345,0.02512562814070352,0.019308943089430895,0.007722007722007722,0.06565656565656566,0.01606425702811245,0.2,0.2727272727272727,0.0,0.09090909090909091,0.8,0,0,0,0,0,0,0,0.2857142857142857,0.7896995708154506
17,4939,1946,Graduation,Together,0.3088669095956967,0.0,0.0,2012-08-31,0.20202020202020202,0.05626255860683188,0.02512562814070352,0.03861788617886179,0.5791505791505791,0.06060606060606061,0.11244979919678715,0.13333333333333333,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.7,0,0,0,0,0,0,0,0.8928571428571429,0.9542203147353362
18,6565,1949,Master,Married,0.7093425605536332,0.0,0.5,2013-03-28,0.9191919191919192,0.6778298727394507,0.4020100502512563,0.5060975609756098,0.0,0.08080808080808081,0.7068273092369478,0.13333333333333333,1.0,0.36363636363636365,0.6363636363636364,0.5,0,0,0,1,0,0,0,0.8392857142857143,0.6552217453505007
19,2278,1985,2n Cycle,Single,0.2685692704984128,0.5,0.0,2012-11-03,0.8686868686868687,0.0026791694574681848,0.08542713567839195,0.019308943089430895,0.11583011583011583,0.12121212121212122,0.1566265060240964,0.13333333333333333,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.6,0,0,0,0,0,0,0,0.19642857142857142,0.8626609442060086
20,9360,1982,Graduation,Married,0.3015177960825142,0.0,0.0,2012-08-08,0.41414141414141414,0.05760214333556597,0.010050251256281407,0.0741869918699187,0.26640926640926643,0.1919191919191919,0.1927710843373494,0.06666666666666667,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.8,0,0,0,0,0,0,0,0.25,0.9871244635193133
22,1993,1949,PhD,Married,0.5216543671086342,0.0,0.5,2012-12-23,0.6363636363636364,0.5807099799062291,0.0,0.08739837398373984,0.0,0.0,0.07630522088353414,0.2,0.18181818181818182,0.2727272727272727,0.6363636363636364,0.8,0,1,0,0,0,0,0,0.8392857142857143,0.7911301859799714
23,4047,1954,PhD,Married,0.5902154719253657,0.0,0.5,2014-01-11,0.0,0.2572002679169457,0.0,0.10365853658536585,0.08108108108108109,0.16161616161616163,0.020080321285140562,0.2,0.5454545454545454,0.18181818181818182,0.6363636363636364,0.4,0,0,0,0,0,0,0,0.75,0.24177396280400573
24,1409,1951,Graduation,Together,0.33876351165140706,0.0,0.5,2013-03-18,0.696969696969697,0.18084393837910248,0.01507537688442211,0.027439024390243903,0.15057915057915058,0.030303030303030304,0.39759036144578314,0.4666666666666667,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.8,0,0,0,0,0,0,0,0.8035714285714286,0.6695278969957081
25,7892,1969,Graduation,Single,0.11318655520511171,0.0,0.0,2013-01-02,0.898989898989899,0.004018754186202277,0.020100502512562814,0.02540650406504065,0.05791505791505792,0.06060606060606061,0.05220883534136546,0.13333333333333333,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.7,0,0,0,0,0,0,0,0.48214285714285715,0.776824034334764
26,2404,1976,Graduation,Married,0.4680874952792153,0.5,0.5,2013-05-27,0.04040404040404041,0.115874079035499,0.020100502512562814,0.03048780487804878,0.011583011583011582,0.030303030303030304,0.1646586345381526,0.26666666666666666,0.45454545454545453,0.09090909090909091,0.18181818181818182,0.7,0,0,0,0,0,0,0,0.35714285714285715,0.5693848354792561
28,9422,1989,Graduation,Married,0.3149911708566821,0.5,0.0,2013-05-31,0.26262626262626265,0.024112525117213665,0.010050251256281407,0.042682926829268296,0.07722007722007722,0.10606060606060606,0.040160642570281124,0.13333333333333333,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.3,0,0,0,0,0,0,0,0.125,0.5636623748211731
29,1966,1965,PhD,Married,0.7871512998744526,0.0,0.0,2013-11-22,0.9696969696969697,0.4581379772270596,0.5025125628140703,0.8140243902439024,0.08108108108108109,0.3333333333333333,0.0,0.06666666666666667,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.2,0,0,1,0,0,0,0,0.5535714285714286,0.3133047210300429
30,6864,1989,Master,Divorced,0.03551050821161364,0.0,0.0,2014-05-22,0.3434343434343434,0.0053583389149363695,0.020100502512562814,0.01016260162601626,0.007722007722007722,0.010101010101010102,0.01606425702811245,0.13333333333333333,0.2727272727272727,0.0,0.09090909090909091,0.5,0,0,0,0,0,0,0,0.125,0.05436337625178827
31,3033,1963,Master,Together,0.3176450174031091,0.0,0.0,2013-05-11,0.5656565656565656,0.07501674480910918,0.08542713567839195,0.044715447154471545,0.13127413127413126,0.1111111111111111,0.357429718875502,0.06666666666666667,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.3,0,0,0,0,0,0,0,0.5892857142857143,0.592274678111588
32,5710,1970,Graduation,Together,0.3373243102550755,0.0,0.5,2012-10-10,0.31313131313131315,0.07367716008037509,0.0,0.00508130081300813,0.007722007722007722,0.0,0.012048192771084338,0.13333333333333333,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.5,0,1,0,0,0,0,0,0.4642857142857143,0.8969957081545065
33,7373,1952,PhD,Divorced,0.39919976319523126,0.0,1.0,2012-10-29,0.08080808080808081,0.06430006697923643,0.06030150753768844,0.0975609756097561,0.1274131274131274,0.1111111111111111,0.17269076305220885,0.4,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.6,0,0,0,0,0,0,1,0.7857142857142857,0.8698140200286123
34,8755,1946,Master,Married,0.6242357432301395,0.0,0.0,2013-02-20,0.04040404040404041,0.32283991962491626,0.1708542713567839,0.47865853658536583,0.4594594594594595,0.3434343434343434,0.08835341365461848,0.06666666666666667,0.2727272727272727,0.45454545454545453,0.6363636363636364,0.7,0,0,0,0,0,0,0,0.8928571428571429,0.7067238912732475
35,10738,1951,Master,Single,0.42756529993569525,0.5,0.5,2013-08-29,0.5555555555555556,0.02679169457468185,0.0,0.019308943089430895,0.007722007722007722,0.005050505050505051,0.012048192771084338,0.06666666666666667,0.18181818181818182,0.0,0.09090909090909091,0.7,0,0,0,0,0,0,0,0.8035714285714286,0.43490701001430615
36,4339,1970,PhD,Married,0.610925682089598,0.0,0.5,2013-12-31,0.37373737373737376,0.47019423978566643,0.08542713567839195,0.15345528455284552,0.0,0.04040404040404041,0.14056224899598393,0.3333333333333333,0.45454545454545453,0.5454545454545454,0.9090909090909091,0.2,0,0,0,0,0,0,0,0.4642857142857143,0.2575107296137339
37,10755,1976,2n Cycle,Married,0.1655387818844352,0.5,0.0,2013-09-02,0.7676767676767676,0.004018754186202277,0.01507537688442211,0.014227642276422764,0.05791505791505792,0.03535353535353535,0.14457831325301204,0.2,0.2727272727272727,0.09090909090909091,0.0,0.7,0,0,0,0,0,0,0,0.35714285714285715,0.4291845493562232
38,8595,1973,Graduation,Widow,0.3565238693082647,0.0,0.5,2014-02-11,1.0,0.036838580040187544,0.0,0.006097560975609756,0.007722007722007722,0.0,0.01606425702811245,0.13333333333333333,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.5,0,0,0,0,0,0,0,0.4107142857142857,0.19742489270386265
39,2968,1943,PhD,Divorced,0.423063967908871,0.0,0.0,2013-02-01,0.5353535353535354,0.2926992632283992,0.04020100502512563,0.20934959349593496,0.6177606177606177,0.2474747474747475,0.1686746987951807,0.13333333333333333,0.6363636363636364,0.9090909090909091,0.2727272727272727,0.6,1,0,0,0,0,0,1,0.9464285714285714,0.7339055793991416
40,8601,1980,Graduation,Married,0.7401271804921865,0.0,0.5,2013-04-29,0.030303030303030304,0.28198258539852644,0.38190954773869346,0.5447154471544715,0.3166023166023166,0.898989898989899,0.40963855421686746,0.13333333333333333,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.4,0,0,0,0,0,0,0,0.2857142857142857,0.6094420600858369
41,503,1985,Master,Married,0.1332945463453471,0.5,0.0,2013-03-12,0.8888888888888888,0.008707300736771601,0.005025125628140704,0.029471544715447155,0.011583011583011582,0.0,0.028112449799196786,0.13333333333333333,0.18181818181818182,0.0,0.09090909090909091,0.8,0,0,0,0,0,0,0,0.19642857142857142,0.6781115879828327
42,8430,1957,Graduation,Together,0.14794173786120382,0.0,0.5,2012-12-24,0.04040404040404041,0.006028131279303416,0.0,0.006097560975609756,0.011583011583011582,0.005050505050505051,0.012048192771084338,0.06666666666666667,0.0,0.0,0.09090909090909091,0.5,0,0,0,0,0,0,0,0.6964285714285714,0.7896995708154506
44,2139,1975,Master,Married,0.0,0.5,0.0,2013-10-02,0.1919191919191919,0.0020093770931011385,0.005025125628140704,0.01016260162601626,0.011583011583011582,0.010101010101010102,0.04819277108433735,0.2,0.18181818181818182,0.0,0.09090909090909091,0.5,0,0,0,0,0,0,0,0.375,0.38626609442060084
45,1371,1976,Graduation,Single,0.7394126833450715,0.0,0.0,2014-06-28,0.7272727272727273,0.08238446081714669,0.8241206030150754,0.2703252032520325,0.8764478764478765,0.15151515151515152,0.6987951807228916,0.06666666666666667,0.18181818181818182,0.36363636363636365,0.6363636363636364,0.1,0,0,0,0,0,0,0,0.35714285714285715,0.001430615164520744
46,9909,1996,2n Cycle,Married,0.0,0.0,0.0,2012-11-09,0.24242424242424243,0.0020093770931011385,0.09045226130653267,0.014227642276422764,0.05791505791505792,0.1111111111111111,0.20080321285140562,0.2,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.9,0,0,0,0,0,0,1,0.0,0.8540772532188842
47,7286,1968,Graduation,Together,0.3493686907350134,0.5,0.0,2013-05-24,0.9292929292929293,0.008707300736771601,0.03015075376884422,0.01524390243902439,0.011583011583011582,0.025252525252525252,0.05220883534136546,0.06666666666666667,0.18181818181818182,0.0,0.0,1.0,0,0,0,0,0,0,0,0.5,0.5736766809728183
49,6566,1954,PhD,Married,0.6639719917118331,0.5,0.5,2012-11-08,0.3939393939393939,0.5532484929671801,0.25125628140703515,0.32215447154471544,0.19305019305019305,0.1919191919191919,0.15261044176706828,0.6,0.45454545454545453,0.18181818181818182,0.9090909090909091,0.8,0,0,0,0,0,0,0,0.75,0.8555078683834049
50,8614,1957,Graduation,Widow,0.5918690224658317,0.0,0.5,2014-05-12,0.29292929292929293,0.1640991292699263,0.09547738693467336,0.12703252032520326,0.14285714285714285,0.3383838383838384,0.05622489959839357,0.06666666666666667,0.36363636363636365,0.18181818181818182,0.7272727272727273,0.2,0,0,0,0,0,0,0,0.6964285714285714,0.06866952789699571
51,4114,1964,Master,Married,0.731267415867961,0.0,0.0,2012-08-11,0.020202020202020204,0.43536503683858,0.18592964824120603,0.7926829268292683,0.10424710424710425,0.8434343434343434,0.1285140562248996,0.06666666666666667,0.5454545454545454,0.8181818181818182,1.0,0.3,0,0,0,0,0,0,0,0.5714285714285714,0.9828326180257511
52,1331,1977,Graduation,Single,0.2887589184554613,0.5,0.0,2013-01-02,0.5454545454545454,0.008037508372404554,0.03015075376884422,0.02032520325203252,0.11583011583011583,0.005050505050505051,0.012048192771084338,0.13333333333333333,0.18181818181818182,0.0,0.09090909090909091,0.7,0,0,0,0,0,0,0,0.3392857142857143,0.776824034334764
53,2225,1977,Graduation,Divorced,0.7663696399955089,0.0,0.0,2014-06-07,0.5454545454545454,0.3415941058271936,0.6030150753768844,0.5589430894308943,0.6023166023166023,0.20202020202020202,0.9678714859437751,0.06666666666666667,0.36363636363636365,0.8181818181818182,0.45454545454545453,0.1,1,0,0,1,0,0,1,0.3392857142857143,0.031473533619456366
54,9381,1978,Graduation,Married,0.6009227220299884,0.5,0.5,2013-06-12,0.5757575757575758,0.21969189551239116,0.04522613065326633,0.12601626016260162,0.04633204633204633,0.12121212121212122,0.43775100401606426,0.4666666666666667,0.36363636363636365,0.18181818181818182,0.7272727272727273,0.3,0,0,0,0,0,0,0,0.32142857142857145,0.5464949928469242
55,6260,1955,Master,Together,0.7643486337793837,0.0,0.0,2012-11-19,0.5555555555555556,0.6590756865371735,0.2562814070351759,0.43902439024390244,0.694980694980695,0.6060606060606061,0.7630522088353414,0.06666666666666667,0.2727272727272727,0.9090909090909091,1.0,0.1,0,0,1,0,0,0,1,0.7321428571428571,0.8397711015736766
56,10383,1966,Graduation,Divorced,0.6408733196558165,0.0,0.0,2013-04-02,0.30303030303030304,0.19758874748827862,0.17587939698492464,0.4898373983739837,0.4671814671814672,0.6060606060606061,0.1606425702811245,0.06666666666666667,0.45454545454545453,0.45454545454545453,0.7272727272727273,0.3,0,0,0,0,0,0,1,0.5357142857142857,0.648068669527897
57,7437,1988,Graduation,Single,0.2086127527533658,0.5,0.0,2014-04-28,0.31313131313131315,0.008707300736771601,0.0,0.008130081300813009,0.007722007722007722,0.005050505050505051,0.020080321285140562,0.06666666666666667,0.09090909090909091,0.0,0.18181818181818182,0.3,0,0,0,0,0,0,0,0.14285714285714285,0.08869814020028613
59,8375,1968,PhD,Married,0.4945749252329771,0.0,0.5,2014-03-03,0.6363636363636364,0.2993971868720697,0.0,0.028455284552845527,0.0,0.0,0.17269076305220885,0.2,0.7272727272727273,0.18181818181818182,0.36363636363636365,0.7,0,0,0,0,0,0,0,0.5,0.1688125894134478
60,6853,1982,Master,Single,0.6969103101938329,0.0,0.0,2013-07-04,0.12121212121212122,0.4768921634293369,0.1306532663316583,0.5467479674796748,0.26640926640926643,0.06565656565656566,0.321285140562249,0.06666666666666667,0.2727272727272727,0.5454545454545454,0.8181818181818182,0.1,0,1,1,0,0,0,1,0.25,0.5150214592274678
61,3076,1975,Graduation,Together,0.6037807106184483,0.5,0.5,2012-09-07,0.18181818181818182,0.30274614869390487,0.09045226130653267,0.10365853658536585,0.06177606177606178,0.09090909090909091,0.024096385542168676,0.26666666666666666,0.36363636363636365,0.18181818181818182,0.9090909090909091,0.3,0,0,0,0,0,0,0,0.375,0.944206008583691
62,1012,1952,Graduation,Single,0.5544804074675159,0.0,0.5,2013-02-18,0.26262626262626265,0.3503014065639652,0.035175879396984924,0.13617886178861788,0.14285714285714285,0.0707070707070707,0.678714859437751,0.26666666666666666,0.7272727272727273,0.18181818181818182,0.7272727272727273,0.7,0,0,0,0,0,0,0,0.7857142857142857,0.709585121602289
63,6518,1951,PhD,Widow,0.614263404476835,0.0,0.5,2013-06-11,0.08080808080808081,0.36570663094440725,0.0,0.04878048780487805,0.0,0.030303030303030304,0.024096385542168676,0.06666666666666667,0.6363636363636364,0.2727272727272727,0.5454545454545454,0.5,0,0,0,0,0,0,0,0.8035714285714286,0.547925608011445
64,4137,1948,Graduation,Together,0.644741811352339,0.0,0.0,2013-12-06,0.29292929292929293,0.2665773610180844,0.20100502512562815,0.37296747967479676,0.4594594594594595,0.6161616161616161,0.12048192771084337,0.06666666666666667,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.4,0,0,0,0,0,0,0,0.8571428571428571,0.2932761087267525
65,8082,1971,Graduation,Married,0.18598360739402475,0.5,0.0,2013-05-21,0.7575757575757576,0.0006697923643670462,0.01507537688442211,0.006097560975609756,0.011583011583011582,0.030303030303030304,0.060240963855421686,0.06666666666666667,0.09090909090909091,0.09090909090909091,0.0,0.7,0,0,0,0,0,0,1,0.44642857142857145,0.5779685264663805
66,1386,1967,Graduation,Together,0.25491216788641535,0.5,0.5,2014-05-11,0.0,0.006697923643670462,0.0,0.0010162601626016261,0.0,0.0,0.0,0.06666666666666667,0.09090909090909091,0.0,0.0,0.7,0,0,0,0,0,0,0,0.5178571428571429,0.07010014306151645
67,9369,1979,2n Cycle,Single,0.8236518969899256,0.0,0.5,2014-03-19,0.1919191919191919,0.4608171466845278,0.07035175879396985,0.31402439024390244,0.7760617760617761,0.12121212121212122,0.15261044176706828,0.06666666666666667,1.0,0.9090909090909091,0.7272727272727273,0.5,1,0,0,1,0,0,1,0.30357142857142855,0.1459227467811159
68,4477,1958,Graduation,Together,0.6287166610527605,0.0,0.5,2013-09-27,0.04040404040404041,0.16543871399866042,0.24623115577889448,0.16158536585365854,0.02702702702702703,0.41414141414141414,0.43775100401606426,0.06666666666666667,0.45454545454545453,0.18181818181818182,0.7272727272727273,0.4,0,0,0,0,0,0,0,0.6785714285714286,0.39341917024320455
69,1357,1970,Graduation,Together,0.687489154954017,0.5,1.0,2013-04-08,0.9090909090909091,0.5733422638981915,0.2964824120603015,0.4949186991869919,0.22393822393822393,0.14646464646464646,0.2931726907630522,0.4666666666666667,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.5,0,0,0,0,0,0,0,0.4642857142857143,0.6394849785407726
70,1402,1954,Master,Married,0.6072307111288034,0.0,0.0,2012-09-11,0.010101010101010102,0.3322170127260549,0.18090452261306533,0.46747967479674796,0.7297297297297297,0.30303030303030304,0.04819277108433735,0.2,0.36363636363636365,0.7272727272727273,0.36363636363636365,0.3,0,0,0,0,0,0,0,0.75,0.9384835479256081
72,6312,1959,Graduation,Married,0.5872247910095845,0.0,0.5,2013-03-17,0.29292929292929293,0.17280643000669793,0.5376884422110553,0.29573170731707316,0.32432432432432434,0.18686868686868688,0.3453815261044177,0.26666666666666666,0.9090909090909091,0.2727272727272727,1.0,0.7,0,0,0,0,0,0,0,0.6607142857142857,0.670958512160229
73,8132,1975,PhD,Married,0.5423135417623582,0.5,0.5,2013-04-05,0.8888888888888888,0.3784326858673811,0.03015075376884422,0.06605691056910569,0.0,0.030303030303030304,0.07630522088353414,0.3333333333333333,0.8181818181818182,0.18181818181818182,0.5454545454545454,0.7,0,1,0,0,0,0,0,0.375,0.6437768240343348
74,1050,1952,Graduation,Married,0.21263435098141287,0.0,0.0,2014-04-30,0.5858585858585859,0.009377093101138647,0.05025125628140704,0.013211382113821139,0.015444015444015444,0.07575757575757576,0.03614457831325301,0.06666666666666667,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.2,0,0,0,0,0,0,0,0.7857142857142857,0.08583690987124463
75,5846,1977,Graduation,Divorced,0.3342417654203795,0.5,0.0,2012-12-19,0.6868686868686869,0.0013395847287340924,0.005025125628140704,0.006097560975609756,0.007722007722007722,0.005050505050505051,0.004016064257028112,0.06666666666666667,0.09090909090909091,0.0,0.0,0.6,0,0,0,0,0,0,0,0.3392857142857143,0.7968526466380543
76,1859,1972,Master,Married,0.691541374488369,0.0,0.0,2012-08-27,0.3434343434343434,0.48292029470864034,0.5577889447236181,0.9400406504065041,0.3745173745173745,0.09090909090909091,0.07228915662650602,0.06666666666666667,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.5,0,0,0,0,0,0,1,0.42857142857142855,0.9599427753934192
77,7503,1976,Graduation,Single,0.6974002510947117,0.0,0.0,2012-10-12,0.40404040404040403,0.6912257200267917,0.5276381909547738,0.7916666666666666,0.528957528957529,0.5303030303030303,0.20481927710843373,0.0,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.4,1,0,0,0,0,0,1,0.35714285714285715,0.894134477825465
78,10401,1976,2n Cycle,Together,0.19215890416551837,0.0,0.0,2013-09-04,0.12121212121212122,0.0006697923643670462,0.0,0.00508130081300813,0.0,0.015151515151515152,0.03614457831325301,0.06666666666666667,0.0,0.0,0.09090909090909091,0.3,0,0,0,0,0,1,0,0.35714285714285715,0.4263233190271817
79,1618,1965,Graduation,Together,0.4955139786263282,0.0,0.0,2013-01-02,0.09090909090909091,0.3864701942397857,0.0,0.06504065040650407,0.0,0.0,0.20481927710843373,0.13333333333333333,0.9090909090909091,0.09090909090909091,0.5454545454545454,0.8,1,0,0,0,0,0,1,0.5535714285714286,0.776824034334764
80,3332,1985,Graduation,Single,0.2272100927825581,0.5,0.0,2012-08-29,0.8787878787878788,0.042866711319490956,0.020100502512562814,0.06910569105691057,0.02702702702702703,0.025252525252525252,0.06827309236947791,0.26666666666666666,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.8,0,0,0,0,0,0,0,0.19642857142857142,0.9570815450643777
81,2261,1969,Graduation,Married,0.19193434791928224,0.5,0.0,2013-06-23,0.050505050505050504,0.0026791694574681848,0.005025125628140704,0.00508130081300813,0.007722007722007722,0.0,0.01606425702811245,0.06666666666666667,0.09090909090909091,0.0,0.0,0.7,0,0,0,0,0,0,0,0.48214285714285715,0.530758226037196
82,5346,1973,2n Cycle,Married,0.16391585265027406,0.5,0.0,2013-07-03,0.8787878787878788,0.016744809109176157,0.02512562814070352,0.019308943089430895,0.02702702702702703,0.0,0.09236947791164658,0.2,0.2727272727272727,0.0,0.09090909090909091,0.7,0,0,0,0,0,0,0,0.4107142857142857,0.5164520743919886
83,4119,1963,Master,Together,0.3176450174031091,0.0,0.0,2013-05-11,0.5656565656565656,0.07501674480910918,0.08542713567839195,0.044715447154471545,0.13127413127413126,0.1111111111111111,0.357429718875502,0.06666666666666667,0.18181818181818182,0.45454545454545453,0.09090909090909091,0.3,0,0,0,0,0,0,0,0.5892857142857143,0.592274678111588
84,535,1987,Graduation,Divorced,0.7539067683294036,0.0,0.0,2014-02-25,0.18181818181818182,0.10917615539182854,0.11557788944723618,0.43089430894308944,0.10424710424710425,0.3282828282828283,0.30522088353413657,0.06666666666666667,0.2727272727272727,0.9090909090909091,1.0,0.1,0,0,0,0,0,0,0,0.16071428571428573,0.17739628040057226
85,5268,1960,Graduation,Married,0.22394382011003255,0.5,0.5,2013-08-11,0.9595959595959596,0.011386470194239785,0.04020100502512563,0.014227642276422764,0.03861003861003861,0.020202020202020204,0.012048192771084338,0.13333333333333333,0.09090909090909091,0.0,0.18181818181818182,0.7,0,0,0,0,0,0,0,0.6428571428571429,0.46065808297567956
86,273,1970,Master,Married,0.29231098998683286,0.5,0.5,2013-07-16,0.48484848484848486,0.087073007367716,0.0,0.016260162601626018,0.0,0.0,0.020080321285140562,0.3333333333333333,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.7,0,1,0,0,0,0,0,0.4642857142857143,0.4978540772532189
87,4452,1957,Graduation,Single,0.43776219493523594,0.0,0.5,2014-05-28,0.030303030303030304,0.1955793703951775,0.03015075376884422,0.037601626016260166,0.0,0.015151515151515152,0.13654618473895583,0.26666666666666666,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.7,0,1,0,1,0,0,1,0.6964285714285714,0.045779685264663805
